,Date,User,Tweet,num_of_likes,num_of_retweet,CleanTweet,Subjectivity,Polarity,Score
970,2022-07-21 14:49:15+00:00,Aylaazari,@Nkemchor_ @PeterObi Lol if I were I’d shamelessly want a picture sef 😂,2,0,lol if i were i d shamelessly want picture sef,0.7,0.8,Positive
971,2022-07-21 14:38:00+00:00,Aylaazari,@Helenchiomaking @Reet_a_tweet Stop now 👧🏽. 😭,1,0,stop now,0.0,0.0,Neutral
972,2022-07-21 09:35:37+00:00,Aylaazari,@ChinyereNwonye Do not,0,0,do not,0.0,0.0,Neutral
973,2022-07-21 09:07:49+00:00,Aylaazari,@NumenLabode Ewwww 😂,1,0,ewwww,0.0,0.0,Neutral
974,2022-07-21 09:06:09+00:00,Aylaazari,@Thegrey8 @mykael_yuddy Bless him,1,0,bless him,0.0,0.0,Neutral
975,2022-07-21 08:54:49+00:00,Aylaazari,@quadriope61 @je_mc2 Fair to death. Because Muslims would not even wait to hear where the picture originated from,93,14,fair death because muslims would not even wait hear where picture originated,0.9,0.7,Positive
976,2022-07-21 08:52:02+00:00,Aylaazari,"@adwowaaa I am quite anxious to meet the devil. 😊 

God? Not so much. Scares you with dreams and shit.",1,0,i am quite anxious meet devil god not so much scares you with dreams shit,0.6666666666666666,-0.08333333333333333,Negative
977,2022-07-21 08:35:46+00:00,Aylaazari,"@Turtlee91925393 @SiiPHE91 @OnePieceAnime Where is he? Almost 5 episodes he is still running away from the spider. 
What has he done since he got to Wano? Chopper just saved everybody’s from the Ice oni, Zoro is cutting fire and stopping two yonkos at d same time. Even dt little girl is making hr own army. Where is Sanji",2,0,where is he almost 5 episodes he is still running away spider what has he done since he got wano chopper just saved everybody s ice oni zoro is cutting fire stopping two yonkos at d same time even dt little girl is making hr own army where is sanji,0.63125,-0.046875,Negative
978,2022-07-21 03:30:48+00:00,Aylaazari,@BTCDown @OnePieceAnime Nonsense,0,0,nonsense,0.0,0.0,Neutral
979,2022-07-21 03:30:35+00:00,Aylaazari,"@SiiPHE91 @OnePieceAnime Aswear like two yonkos! 

Sanji can’t even defeat a spider 😭",5,0,aswear like two yonkos sanji can t even defeat spider,0.0,0.0,Neutral
980,2022-07-21 03:29:20+00:00,Aylaazari,Zoroooooooooo https://t.co/HHYcox7VCY,1,0,zoroooooooooo,0.0,0.0,Neutral
982,2022-07-20 23:08:52+00:00,Aylaazari,@AhmedAbdulla09 At least they iron their polo,2,0,at least they iron their polo,0.4,-0.3,Negative
983,2022-07-20 22:30:18+00:00,Aylaazari,@PokemanZ0N6 Sanji keeps disappointing me,2,0,sanji keeps disappointing me,0.7,-0.6,Negative
984,2022-07-20 22:19:59+00:00,Aylaazari,@BatsouElef Abstraction and encapsulation. DRY!,0,0,abstraction encapsulation dry,0.6,-0.08333333333333331,Negative
986,2022-07-20 21:58:39+00:00,Aylaazari,"@NonsoD_Enigma @NaijaFlyingDr @ulxma Lol its normal women are brutalized everyday and no one says so much. She created a hypothetical situation and y’all are on her neck.
 Giwan too rest biko.",1,0,lol its normal women are brutalized everyday no one says so much she created hypothetical situation y all are her neck giwan too rest biko,0.5375,0.2375,Positive
987,2022-07-20 21:53:15+00:00,Aylaazari,"@Thegrey8 @Doziev Nna ehn, I tire. Sometimes I look and I’m like must be in the genes Becos ehn Ahn ahn 😂? 

 But then again, gats be objective and hopeful. Becos why should I want to make beautiful black kids to perpetuate  something they have no control over. Tufiakwa! God epp us. Ooo 😂",0,0,nna ehn i tire sometimes i look i m like must be genes becos ehn ahn ahn but then again gats be objective hopeful becos why should i want make beautiful black kids perpetuate something they have no control over tufiakwa god epp us ooo,0.5111111111111112,0.21388888888888888,Positive
988,2022-07-20 21:50:44+00:00,Aylaazari,@NonsoD_Enigma @NaijaFlyingDr @ulxma Lmao you must not be A Nigerian. Ta,1,0,lmao you must not be nigerian ta,1.0,0.6,Positive
989,2022-07-20 21:50:14+00:00,Aylaazari,@ajibolaii @_code_redex Okurrrr,0,0,okurrrr,0.0,0.0,Neutral
990,2022-07-20 20:46:06+00:00,Aylaazari,@ifeanyiwilson_ Chineke Nna!,0,0,chineke nna,0.0,0.0,Neutral
991,2022-07-20 20:44:39+00:00,Aylaazari,I agree https://t.co/gM9VRMRZH1,1,0,i agree,0.0,0.0,Neutral
992,2022-07-20 20:43:52+00:00,Aylaazari,Ya doing the lords work https://t.co/bbulnSLylg,3,1,ya doing lords work,0.0,0.0,Neutral
993,2022-07-20 20:42:13+00:00,Aylaazari,@_code_redex We are learning 😭,2,0,we are learning,0.0,0.0,Neutral
994,2022-07-20 20:10:31+00:00,Aylaazari,"This wa and this morning at 32 past 8, 😂 I actually tried to wake up before 8 but sleep must sleep 😂 https://t.co/AIqnTskaDV",1,0,this wa this morning at 32 past 8 i actually tried wake up before 8 but sleep must sleep,0.175,-0.125,Negative
995,2022-07-20 20:08:05+00:00,Aylaazari,"@_code_redex God epp us, I hate taking to ppl 😢",12,0,god epp us i hate taking ppl,0.9,-0.8,Negative
996,2022-07-20 20:03:40+00:00,Aylaazari,@SavvyRinu Lmaoooo 😂,1,0,lmaoooo,0.0,0.0,Neutral
997,2022-07-20 19:49:55+00:00,Aylaazari,@Thegrey8 @Doziev Our counter parts in the USA were also disadvantaged making poor case studies. Is it in our genes to be despicable and greedy or is it our environments that enforce these traits ???,0,0,our counter parts usa were also disadvantaged making poor case studies is it our genes be despicable greedy or is it our environments that enforce these traits,0.6,-0.4,Negative
998,2022-07-20 19:48:43+00:00,Aylaazari,"@Thegrey8 @Doziev I think we are normal ( hopefully) 😂 , but black ppl have been disadvantaged with life. We have not really had climate on our side or dispositions of good leader to tell if we’d be better with proficient leaders.",0,0,i think we are normal hopefully but black ppl have been disadvantaged with life we have not really had climate our side or dispositions good leader tell if we d be better with proficient leaders,0.4766666666666667,0.21666666666666665,Positive
999,2022-07-20 19:42:09+00:00,Aylaazari,"@McPhersonAzubu2 @firstladyship I’m just wondering how succulent an idea it was at the genesis, nonsense . 🤦🏽‍♀️",0,0,i m just wondering how succulent idea it was at genesis nonsense,0.0,0.0,Neutral
1000,2022-07-20 17:18:16+00:00,Aylaazari,Omo APC in the murddd https://t.co/aLeVy1Lv65,0,0,omo apc murddd,0.0,0.0,Neutral
